,sender,receiver,message,timestamp
100,paolo,rachel,ah! nora bing!,1994-09-22 00:00:48
101,paolo,phoebe,ah! nora bing!,1994-09-22 00:00:48
102,paolo,chandler,ah! nora bing!,1994-09-22 00:00:48
103,paolo,joey,ah! nora bing!,1994-09-22 00:00:48
104,paolo,mrs. bing,ah! nora bing!,1994-09-22 00:00:48
105,paolo,monica,ah! nora bing!,1994-09-22 00:00:48
106,paolo,jay leno,ah! nora bing!,1994-09-22 00:00:48
107,paolo,ross,ah! nora bing!,1994-09-22 00:00:48
108,jay leno,paolo,(on tv) ...now what is this about you-you being arrested i-in london? what is that all about?,1994-09-22 00:00:49
109,jay leno,rachel,(on tv) ...now what is this about you-you being arrested i-in london? what is that all about?,1994-09-22 00:00:49
110,jay leno,phoebe,(on tv) ...now what is this about you-you being arrested i-in london? what is that all about?,1994-09-22 00:00:49
111,jay leno,chandler,(on tv) ...now what is this about you-you being arrested i-in london? what is that all about?,1994-09-22 00:00:49
112,jay leno,joey,(on tv) ...now what is this about you-you being arrested i-in london? what is that all about?,1994-09-22 00:00:49
113,jay leno,mrs. bing,(on tv) ...now what is this about you-you being arrested i-in london? what is that all about?,1994-09-22 00:00:49
114,jay leno,monica,(on tv) ...now what is this about you-you being arrested i-in london? what is that all about?,1994-09-22 00:00:49
115,jay leno,ross,(on tv) ...now what is this about you-you being arrested i-in london? what is that all about?,1994-09-22 00:00:49
116,phoebe,chandler,your mom was arrested?,1994-09-22 00:00:50
117,chandler,paolo,"shhh, busy beaming with pride.",1994-09-22 00:00:51
118,chandler,rachel,"shhh, busy beaming with pride.",1994-09-22 00:00:51
119,chandler,phoebe,"shhh, busy beaming with pride.",1994-09-22 00:00:51
120,chandler,joey,"shhh, busy beaming with pride.",1994-09-22 00:00:51
121,chandler,mrs. bing,"shhh, busy beaming with pride.",1994-09-22 00:00:51
122,chandler,monica,"shhh, busy beaming with pride.",1994-09-22 00:00:51
123,chandler,jay leno,"shhh, busy beaming with pride.",1994-09-22 00:00:51
124,chandler,ross,"shhh, busy beaming with pride.",1994-09-22 00:00:51
125,mrs. bing,paolo,"(on tv) ...this is kind of embarrassing, but occasionally after i've been intimate with a man...",1994-09-22 00:00:52
126,mrs. bing,rachel,"(on tv) ...this is kind of embarrassing, but occasionally after i've been intimate with a man...",1994-09-22 00:00:52
127,mrs. bing,phoebe,"(on tv) ...this is kind of embarrassing, but occasionally after i've been intimate with a man...",1994-09-22 00:00:52
128,mrs. bing,chandler,"(on tv) ...this is kind of embarrassing, but occasionally after i've been intimate with a man...",1994-09-22 00:00:52
129,mrs. bing,joey,"(on tv) ...this is kind of embarrassing, but occasionally after i've been intimate with a man...",1994-09-22 00:00:52
130,mrs. bing,monica,"(on tv) ...this is kind of embarrassing, but occasionally after i've been intimate with a man...",1994-09-22 00:00:52
131,mrs. bing,jay leno,"(on tv) ...this is kind of embarrassing, but occasionally after i've been intimate with a man...",1994-09-22 00:00:52
132,mrs. bing,ross,"(on tv) ...this is kind of embarrassing, but occasionally after i've been intimate with a man...",1994-09-22 00:00:52
133,chandler,paolo,now why would she say that's embarrassing?,1994-09-22 00:00:53
134,chandler,rachel,now why would she say that's embarrassing?,1994-09-22 00:00:53
135,chandler,phoebe,now why would she say that's embarrassing?,1994-09-22 00:00:53
136,chandler,joey,now why would she say that's embarrassing?,1994-09-22 00:00:53
137,chandler,mrs. bing,now why would she say that's embarrassing?,1994-09-22 00:00:53
138,chandler,monica,now why would she say that's embarrassing?,1994-09-22 00:00:53
139,chandler,jay leno,now why would she say that's embarrassing?,1994-09-22 00:00:53
140,chandler,ross,now why would she say that's embarrassing?,1994-09-22 00:00:53
141,paolo,chandler,shhh.,1994-09-22 00:00:54
142,rachel,chandler,shhh.,1994-09-22 00:00:54
143,phoebe,chandler,shhh.,1994-09-22 00:00:54
144,joey,chandler,shhh.,1994-09-22 00:00:54
145,mrs. bing,chandler,shhh.,1994-09-22 00:00:54
146,monica,chandler,shhh.,1994-09-22 00:00:54
147,jay leno,chandler,shhh.,1994-09-22 00:00:54
148,ross,chandler,shhh.,1994-09-22 00:00:54
149,mrs. bing,paolo,(on tv) ...i just get this craving for kung pow chicken.,1994-09-22 00:00:55
150,mrs. bing,rachel,(on tv) ...i just get this craving for kung pow chicken.,1994-09-22 00:00:55
151,mrs. bing,phoebe,(on tv) ...i just get this craving for kung pow chicken.,1994-09-22 00:00:55
152,mrs. bing,chandler,(on tv) ...i just get this craving for kung pow chicken.,1994-09-22 00:00:55
153,mrs. bing,joey,(on tv) ...i just get this craving for kung pow chicken.,1994-09-22 00:00:55
154,mrs. bing,monica,(on tv) ...i just get this craving for kung pow chicken.,1994-09-22 00:00:55
155,mrs. bing,jay leno,(on tv) ...i just get this craving for kung pow chicken.,1994-09-22 00:00:55
156,mrs. bing,ross,(on tv) ...i just get this craving for kung pow chicken.,1994-09-22 00:00:55
157,chandler,paolo,that's too much information!!,1994-09-22 00:00:56
158,chandler,rachel,that's too much information!!,1994-09-22 00:00:56
159,chandler,phoebe,that's too much information!!,1994-09-22 00:00:56
160,chandler,joey,that's too much information!!,1994-09-22 00:00:56
161,chandler,mrs. bing,that's too much information!!,1994-09-22 00:00:56
162,chandler,monica,that's too much information!!,1994-09-22 00:00:56
163,chandler,jay leno,that's too much information!!,1994-09-22 00:00:56
164,chandler,ross,that's too much information!!,1994-09-22 00:00:56
165,jay leno,mrs. bing,"(on tv) alright, so now you're doing this whole book tour thing, how is that going?",1994-09-22 00:00:57
166,mrs. bing,paolo,"(on tv) oh, fine. i'm leaving for new york tomorrow, which i hate- but i get to see my son, who i love...",1994-09-22 00:00:58
167,mrs. bing,rachel,"(on tv) oh, fine. i'm leaving for new york tomorrow, which i hate- but i get to see my son, who i love...",1994-09-22 00:00:58
168,mrs. bing,phoebe,"(on tv) oh, fine. i'm leaving for new york tomorrow, which i hate- but i get to see my son, who i love...",1994-09-22 00:00:58
169,mrs. bing,chandler,"(on tv) oh, fine. i'm leaving for new york tomorrow, which i hate- but i get to see my son, who i love...",1994-09-22 00:00:58
170,mrs. bing,joey,"(on tv) oh, fine. i'm leaving for new york tomorrow, which i hate- but i get to see my son, who i love...",1994-09-22 00:00:58
171,mrs. bing,monica,"(on tv) oh, fine. i'm leaving for new york tomorrow, which i hate- but i get to see my son, who i love...",1994-09-22 00:00:58
172,mrs. bing,jay leno,"(on tv) oh, fine. i'm leaving for new york tomorrow, which i hate- but i get to see my son, who i love...",1994-09-22 00:00:58
173,mrs. bing,ross,"(on tv) oh, fine. i'm leaving for new york tomorrow, which i hate- but i get to see my son, who i love...",1994-09-22 00:00:58
174,paolo,mrs. bing,awww!,1994-09-22 00:00:59
175,rachel,mrs. bing,awww!,1994-09-22 00:00:59
176,phoebe,mrs. bing,awww!,1994-09-22 00:00:59
177,chandler,mrs. bing,awww!,1994-09-22 00:00:59
178,joey,mrs. bing,awww!,1994-09-22 00:00:59
179,monica,mrs. bing,awww!,1994-09-22 00:00:59
180,jay leno,mrs. bing,awww!,1994-09-22 00:00:59
181,ross,mrs. bing,awww!,1994-09-22 00:00:59
182,chandler,paolo,this is the way that i find out. most moms use the phone.,1994-09-22 00:01:00
183,chandler,rachel,this is the way that i find out. most moms use the phone.,1994-09-22 00:01:00
184,chandler,phoebe,this is the way that i find out. most moms use the phone.,1994-09-22 00:01:00
185,chandler,joey,this is the way that i find out. most moms use the phone.,1994-09-22 00:01:00
186,chandler,mrs. bing,this is the way that i find out. most moms use the phone.,1994-09-22 00:01:00
187,chandler,monica,this is the way that i find out. most moms use the phone.,1994-09-22 00:01:00
188,chandler,jay leno,this is the way that i find out. most moms use the phone.,1994-09-22 00:01:00
189,chandler,ross,this is the way that i find out. most moms use the phone.,1994-09-22 00:01:00
190,jay leno,mrs. bing,"(on tv) y'know, don't take this wrong, i-i just don't see you a-as a mom, somehow.. i don't mean that, i don't mean that bad...",1994-09-22 00:01:01
191,mrs. bing,paolo,"(on tv) oh no, i am a fabulous mom! i bought my son his first condoms.",1994-09-22 00:01:02
192,mrs. bing,rachel,"(on tv) oh no, i am a fabulous mom! i bought my son his first condoms.",1994-09-22 00:01:02
193,mrs. bing,phoebe,"(on tv) oh no, i am a fabulous mom! i bought my son his first condoms.",1994-09-22 00:01:02
194,mrs. bing,chandler,"(on tv) oh no, i am a fabulous mom! i bought my son his first condoms.",1994-09-22 00:01:02
195,mrs. bing,joey,"(on tv) oh no, i am a fabulous mom! i bought my son his first condoms.",1994-09-22 00:01:02
196,mrs. bing,monica,"(on tv) oh no, i am a fabulous mom! i bought my son his first condoms.",1994-09-22 00:01:02
197,mrs. bing,jay leno,"(on tv) oh no, i am a fabulous mom! i bought my son his first condoms.",1994-09-22 00:01:02
198,mrs. bing,ross,"(on tv) oh no, i am a fabulous mom! i bought my son his first condoms.",1994-09-22 00:01:02
199,chandler,paolo,...and then he burst into flames.,1994-09-22 00:01:03
200,chandler,rachel,...and then he burst into flames.,1994-09-22 00:01:03
201,chandler,phoebe,...and then he burst into flames.,1994-09-22 00:01:03
202,chandler,joey,...and then he burst into flames.,1994-09-22 00:01:03
203,chandler,mrs. bing,...and then he burst into flames.,1994-09-22 00:01:03
204,chandler,monica,...and then he burst into flames.,1994-09-22 00:01:03
205,chandler,jay leno,...and then he burst into flames.,1994-09-22 00:01:03
206,chandler,ross,...and then he burst into flames.,1994-09-22 00:01:03
207,monica,comatose man,"let's see. congress is debating a new deficit reduction bill... the mayor wants to raise subway fares again... the high today was forty-five... and- oh, teams played sports.",1994-09-22 00:01:04
208,phoebe,monica,what about glen? he could be a glen.,1994-09-22 00:01:05
209,monica,phoebe,nah... not-not special enough.,1994-09-22 00:01:06
210,phoebe,monica,ooh! how about agamemnon?,1994-09-22 00:01:07
211,monica,phoebe,waaay too special.,1994-09-22 00:01:08
212,mrs. bing,chandler,i am famished. what do i want... (looks at chandler's menu),1994-09-22 00:01:09
213,chandler,mrs. bing,please god don't let it be kung pow chicken.,1994-09-22 00:01:10
214,mrs. bing,chandler,"oh, you watched the show! what'd you think?",1994-09-22 00:01:11
215,chandler,mrs. bing,"well, i think you need to come out of your shell just a little.",1994-09-22 00:01:12
216,ross,rachel,(entering) what is this dive? only you could've picked this place.,1994-09-22 00:01:13
217,ross,phoebe,(entering) what is this dive? only you could've picked this place.,1994-09-22 00:01:13
218,ross,chandler,(entering) what is this dive? only you could've picked this place.,1994-09-22 00:01:13
219,ross,joey,(entering) what is this dive? only you could've picked this place.,1994-09-22 00:01:13
220,ross,mrs. bing,(entering) what is this dive? only you could've picked this place.,1994-09-22 00:01:13
221,ross,monica,(entering) what is this dive? only you could've picked this place.,1994-09-22 00:01:13
222,mrs. bing,rachel,"oooh, c'mon, shut up, it's fun. gimme a hug. (they both sit down) well, i think we're ready for some tequila.",1994-09-22 00:01:14
223,mrs. bing,phoebe,"oooh, c'mon, shut up, it's fun. gimme a hug. (they both sit down) well, i think we're ready for some tequila.",1994-09-22 00:01:14
224,mrs. bing,chandler,"oooh, c'mon, shut up, it's fun. gimme a hug. (they both sit down) well, i think we're ready for some tequila.",1994-09-22 00:01:14
225,mrs. bing,joey,"oooh, c'mon, shut up, it's fun. gimme a hug. (they both sit down) well, i think we're ready for some tequila.",1994-09-22 00:01:14
226,mrs. bing,monica,"oooh, c'mon, shut up, it's fun. gimme a hug. (they both sit down) well, i think we're ready for some tequila.",1994-09-22 00:01:14
227,mrs. bing,ross,"oooh, c'mon, shut up, it's fun. gimme a hug. (they both sit down) well, i think we're ready for some tequila.",1994-09-22 00:01:14
228,chandler,mrs. bing,i know i am.,1994-09-22 00:01:15
229,mrs. bing,rachel,who's doing shots?,1994-09-22 00:01:16
230,mrs. bing,phoebe,who's doing shots?,1994-09-22 00:01:16
231,mrs. bing,chandler,who's doing shots?,1994-09-22 00:01:16
232,mrs. bing,joey,who's doing shots?,1994-09-22 00:01:16
233,mrs. bing,monica,who's doing shots?,1994-09-22 00:01:16
234,mrs. bing,ross,who's doing shots?,1994-09-22 00:01:16
235,monica,mrs. bing,yeah.,1994-09-22 00:01:17
236,phoebe,mrs. bing,i'm in.,1994-09-22 00:01:18
237,mrs. bing,ross,there y'go. ross?,1994-09-22 00:01:19
238,ross,mrs. bing,"uh, i'm not really a shot drinking kinda guy.",1994-09-22 00:01:20
239,rachel,phoebe,"hi! sorry- sorry we're late, we, uh, kinda just, y'know, lost track of time.",1994-09-22 00:01:21
240,rachel,chandler,"hi! sorry- sorry we're late, we, uh, kinda just, y'know, lost track of time.",1994-09-22 00:01:21
241,rachel,joey,"hi! sorry- sorry we're late, we, uh, kinda just, y'know, lost track of time.",1994-09-22 00:01:21
242,rachel,mrs. bing,"hi! sorry- sorry we're late, we, uh, kinda just, y'know, lost track of time.",1994-09-22 00:01:21
243,rachel,monica,"hi! sorry- sorry we're late, we, uh, kinda just, y'know, lost track of time.",1994-09-22 00:01:21
244,rachel,ross,"hi! sorry- sorry we're late, we, uh, kinda just, y'know, lost track of time.",1994-09-22 00:01:21
245,ross,rachel,...but a man can change. (downs a shot),1994-09-22 00:01:22
246,ross,phoebe,...but a man can change. (downs a shot),1994-09-22 00:01:22
247,ross,chandler,...but a man can change. (downs a shot),1994-09-22 00:01:22
248,ross,joey,...but a man can change. (downs a shot),1994-09-22 00:01:22
249,ross,mrs. bing,...but a man can change. (downs a shot),1994-09-22 00:01:22
250,ross,monica,...but a man can change. (downs a shot),1994-09-22 00:01:22
251,ross,rachel,anyone want me to appraise anything?,1994-09-22 00:01:23
252,ross,phoebe,anyone want me to appraise anything?,1994-09-22 00:01:23
253,ross,chandler,anyone want me to appraise anything?,1994-09-22 00:01:23
254,ross,joey,anyone want me to appraise anything?,1994-09-22 00:01:23
255,ross,mrs. bing,anyone want me to appraise anything?,1994-09-22 00:01:23
256,ross,monica,anyone want me to appraise anything?,1994-09-22 00:01:23
257,rachel,mrs. bing,"mrs. bing, i have to tell you, i've read everything you've ever written. no, i mean it! i mean, when i read euphoria at midnight, all i wanted to do was become a writer.",1994-09-22 00:01:24
258,mrs. bing,rachel,"oh, please, honey, listen, if i can do it, anybody can. you just start with half a dozen european cities, throw in thirty euphemisms for male genitalia, and bam! you have got yourself a book.",1994-09-22 00:01:25
259,chandler,rachel,"myyy mother, ladies and gentlemen.",1994-09-22 00:01:26
260,chandler,phoebe,"myyy mother, ladies and gentlemen.",1994-09-22 00:01:26
261,chandler,joey,"myyy mother, ladies and gentlemen.",1994-09-22 00:01:26
262,chandler,mrs. bing,"myyy mother, ladies and gentlemen.",1994-09-22 00:01:26
263,chandler,monica,"myyy mother, ladies and gentlemen.",1994-09-22 00:01:26
264,chandler,ross,"myyy mother, ladies and gentlemen.",1994-09-22 00:01:26
265,mrs. bing,rachel,"yeah, any messages for room 226?",1994-09-22 00:01:27
266,mrs. bing,phoebe,"yeah, any messages for room 226?",1994-09-22 00:01:27
267,mrs. bing,chandler,"yeah, any messages for room 226?",1994-09-22 00:01:27
268,mrs. bing,joey,"yeah, any messages for room 226?",1994-09-22 00:01:27
269,mrs. bing,monica,"yeah, any messages for room 226?",1994-09-22 00:01:27
270,mrs. bing,ross,"yeah, any messages for room 226?",1994-09-22 00:01:27
271,mrs. bing,ross,"you okay there, slugger?",1994-09-22 00:01:28
272,ross,mrs. bing,"yeah, i'm fine, i'm fine. (a woman emerges from the toilet behind him and he tries to pretend he was in the other one)",1994-09-22 00:01:29
273,mrs. bing,ross,what is with you tonight?,1994-09-22 00:01:30
274,ross,mrs. bing,nothing. nothing nothing nothing.,1994-09-22 00:01:31
275,mrs. bing,ross,"(to phone) okay, thank you. (to ross) it's the italian hand-licker, isn't it.",1994-09-22 00:01:32
276,ross,mrs. bing,no. it's the one he's licking.,1994-09-22 00:01:33
277,mrs. bing,ross,she's supposed to be with you.,1994-09-22 00:01:34
278,ross,mrs. bing,you're good.,1994-09-22 00:01:35
279,mrs. bing,ross,"oh, ross, listen to me. i have sold a hundred million copies of my books, and y'know why?",1994-09-22 00:01:36
280,ross,mrs. bing,the girl on the cover with her nipples showing?,1994-09-22 00:01:37
281,mrs. bing,ross,"no. because i know how to write men that women fall in love with. believe me, i cannot sell a paolo. people will not turn three hundred twenty-five pages for a paolo. c'mon, the guy's a secondary character, a, y'know, complication you eventually kill off.",1994-09-22 00:01:38
282,ross,mrs. bing,when?,1994-09-22 00:01:39
283,mrs. bing,ross,he's not a hero. ...you know who our hero is.,1994-09-22 00:01:40
284,ross,mrs. bing,the guy on the cover with his nipples showing?,1994-09-22 00:01:41
285,mrs. bing,ross,"no, it's you!",1994-09-22 00:01:42
286,ross,mrs. bing,please.,1994-09-22 00:01:43
287,mrs. bing,ross,"no, really, c'mon. you're smart, you're sexy...",1994-09-22 00:01:44
288,ross,mrs. bing,right.,1994-09-22 00:01:45
289,mrs. bing,ross,"you are gonna be fine, believe me.",1994-09-22 00:01:46
290,ross,mrs. bing,uh-oh...,1994-09-22 00:01:47
291,joey,rachel,uhhhh.... i'll just pee in the street.,1994-09-22 00:01:48
292,joey,phoebe,uhhhh.... i'll just pee in the street.,1994-09-22 00:01:48
293,joey,chandler,uhhhh.... i'll just pee in the street.,1994-09-22 00:01:48
294,joey,mrs. bing,uhhhh.... i'll just pee in the street.,1994-09-22 00:01:48
295,joey,monica,uhhhh.... i'll just pee in the street.,1994-09-22 00:01:48
296,joey,ross,uhhhh.... i'll just pee in the street.,1994-09-22 00:01:48
297,ross,joey,"hey, is chandler here?",1994-09-22 00:01:49
298,joey,ross,yeah.,1994-09-22 00:01:50
299,ross,joey,"okay, uh, about last night, um, chandler.. you didn't tell... (joey shakes his head) okay, 'cause i'm thinking- we don't need to tell chandler, i mean, it was just a kiss, right? one kiss? no big deal? right?",1994-09-22 00:01:51
300,joey,ross,right. no big deal.,1994-09-22 00:01:52
301,ross,joey,okay.,1994-09-22 00:01:53
302,joey,ross,in bizarro world!! you broke the code!,1994-09-22 00:01:54
303,ross,joey,what code?,1994-09-22 00:01:55
304,joey,ross,"you don't kiss your friend's mom! sisters are okay, maybe a hot-lookin' aunt... but not a mom, never a mom!",1994-09-22 00:01:56
305,chandler,ross,what are you guys doing out here?,1994-09-22 00:01:57
306,chandler,joey,what are you guys doing out here?,1994-09-22 00:01:57
307,ross,chandler,"uh.. uh.. well, joey and i had discussed getting in an early morning racquetball game. but, um, apparently, somebody overslept.",1994-09-22 00:01:58
308,ross,joey,"uh.. uh.. well, joey and i had discussed getting in an early morning racquetball game. but, um, apparently, somebody overslept.",1994-09-22 00:01:58
309,joey,ross,"yeah, well, you don't have your racket.",1994-09-22 00:01:59
310,ross,joey,"no, no i don't, because it's being restrung, somebody was supposed to bring me one.",1994-09-22 00:02:00
311,joey,ross,"yeah, well you didn't call and leave your grip size.",1994-09-22 00:02:01
312,chandler,ross,"okay, you guys spend waaaay too much time together. (goes back inside and shuts the door)",1994-09-22 00:02:02
313,chandler,joey,"okay, you guys spend waaaay too much time together. (goes back inside and shuts the door)",1994-09-22 00:02:02
314,ross,joey,"okay, i'm scum, i'm scum.",1994-09-22 00:02:03
315,joey,ross,"ross, how could you let this happen?",1994-09-22 00:02:04
316,ross,joey,"i don't know, god, i... well, it's not like she's a regular mom, y'know? she's, she's sexy, she's...",1994-09-22 00:02:05
317,joey,ross,you don't think my mom's sexy?,1994-09-22 00:02:06
318,ross,joey,well... not in the same way...,1994-09-22 00:02:07
319,joey,ross,"i'll have you know that gloria tribbiani was a handsome woman in her day, alright? you think it's easy giving birth to seven children?",1994-09-22 00:02:08
320,ross,joey,"okay, i think we're getting into a weird area here...",1994-09-22 00:02:09
321,rachel,ross,hey.,1994-09-22 00:02:10
322,rachel,joey,hey.,1994-09-22 00:02:10
323,ross,rachel,hey.,1994-09-22 00:02:11
324,rachel,ross,what're you guys doing out here?,1994-09-22 00:02:12
325,rachel,joey,what're you guys doing out here?,1994-09-22 00:02:12
326,ross,rachel,"well, not playing raquetball!",1994-09-22 00:02:13
327,joey,rachel,he forgot to leave his grip size!,1994-09-22 00:02:14
328,ross,rachel,he didn't get the goggles!,1994-09-22 00:02:15
329,rachel,ross,"well,sounds like you two have issues.",1994-09-22 00:02:16
330,rachel,joey,"well,sounds like you two have issues.",1994-09-22 00:02:16
331,rachel,paolo,"goodbye, baby.",1994-09-22 00:02:17
332,paolo,rachel,"ciao, bela.",1994-09-22 00:02:18
333,ross,joey,do they wait for me to do this?,1994-09-22 00:02:19
334,joey,ross,so are you gonna tell him?,1994-09-22 00:02:20
335,ross,joey,why would i tell him?,1994-09-22 00:02:21
336,joey,ross,"how about 'cause if you don't, his mother might.",1994-09-22 00:02:22
337,ross,joey,oh...,1994-09-22 00:02:23
338,monica,ross,(entering) what are you guys doing here?,1994-09-22 00:02:24
339,monica,joey,(entering) what are you guys doing here?,1994-09-22 00:02:24
340,joey,monica,uhhhh.... he's not even wearing a jockstrap!,1994-09-22 00:02:25
341,monica,ross,...what did i ask?,1994-09-22 00:02:26
342,monica,joey,...what did i ask?,1994-09-22 00:02:26
343,monica,phoebe,hi.,1994-09-22 00:02:27
344,phoebe,monica,hi.,1994-09-22 00:02:28
345,monica,phoebe,what are you doing here?,1994-09-22 00:02:29
346,phoebe,monica,"nothing, i just thought i'd stop by.. y'know, after the uh... that i.. y'know, so what are you doing here?",1994-09-22 00:02:30
347,monica,phoebe,i'm not really here. just thought i'd drop these off...on the way.. my way... do you come here a lot? without me?,1994-09-22 00:02:31
348,phoebe,monica,"no. (monica brushes coma guy's hair in the other direction) no! no! ...so, um, do you think he's doing any better than he was this morning?",1994-09-22 00:02:32
349,monica,phoebe,how would i know? i-i wasn't here.,1994-09-22 00:02:33
350,phoebe,monica,"really? not even to, um, change his pajamas?! (whips back the sheet to reveal him wearing new pajamas.)",1994-09-22 00:02:34
351,chandler,ross,oh my god.,1994-09-22 00:02:35
352,chandler,joey,oh my god.,1994-09-22 00:02:35
353,ross,chandler,you're my friend. i-i had to tell you.,1994-09-22 00:02:36
354,chandler,ross,i can't believe it. paolo kissed my mom?,1994-09-22 00:02:37
355,ross,chandler,"yeah, um, i don't know if you noticed, but he had a lot to drink, and you know how he gets when he's drun..uh... (he has caught sight of joey scowling at him) i can't do this, i did it, it was me, i'm sorry, i kissed your mom.",1994-09-22 00:02:38
356,ross,joey,"yeah, um, i don't know if you noticed, but he had a lot to drink, and you know how he gets when he's drun..uh... (he has caught sight of joey scowling at him) i can't do this, i did it, it was me, i'm sorry, i kissed your mom.",1994-09-22 00:02:38
357,chandler,ross,what?,1994-09-22 00:02:39
358,ross,chandler,"i was really upset about rachel and paolo, and i think i had too much tequila, and nora- um, mrs. mom- your bing- was just being nice, y'know, and- but nothing happened, nothing- ask joey, joey, uh, came in-",1994-09-22 00:02:40
359,ross,joey,"i was really upset about rachel and paolo, and i think i had too much tequila, and nora- um, mrs. mom- your bing- was just being nice, y'know, and- but nothing happened, nothing- ask joey, joey, uh, came in-",1994-09-22 00:02:40
360,chandler,joey,(to joey) you knew about this?,1994-09-22 00:02:41
361,joey,chandler,"uh... y'know, knowledge is a tricky thing.",1994-09-22 00:02:42
362,chandler,joey,"i spent the entire day with you, why didn't you tell me?!",1994-09-22 00:02:43
363,joey,chandler,"hey, hey, hey, you're lucky i caught them when i did, or else who knows what woulda happened.",1994-09-22 00:02:44
364,ross,joey,"thanks, man, big help.",1994-09-22 00:02:45
365,chandler,ross,(to ross) i can't believe this! what the hell were you thinking?,1994-09-22 00:02:46
366,ross,chandler,"i wasn't- i mean, i-",1994-09-22 00:02:47
367,chandler,ross,"y'know, of all my friends, no-one knows the crap i go through with my mom more than you.",1994-09-22 00:02:48
368,ross,chandler,i know-,1994-09-22 00:02:49
369,chandler,ross,i can't believe you did this. (walks toward the door),1994-09-22 00:02:50
370,ross,chandler,chandler-,1994-09-22 00:02:51
371,joey,ross,"me neither, y'know what-",1994-09-22 00:02:52
372,joey,chandler,"me neither, y'know what-",1994-09-22 00:02:52
373,chandler,joey,i'm still mad at you for not telling me.,1994-09-22 00:02:53
374,joey,chandler,what are you mad at me for?!,1994-09-22 00:02:54
375,ross,chandler,chandler-,1994-09-22 00:02:55
376,chandler,ross,you gotta let me slam the door! (leaves; slams the door),1994-09-22 00:02:56
377,chandler,joey,you gotta let me slam the door! (leaves; slams the door),1994-09-22 00:02:56
378,joey,ross,"(shouting after him) chandler, i didn't kiss her, he did! (to ross) see what happens when you break the code?",1994-09-22 00:02:57
379,ross,joey,joey-,1994-09-22 00:02:58
380,joey,ross,ah! (points to door) huh? (leaves and slams the door),1994-09-22 00:02:59
381,monica,rachel,hey.,1994-09-22 00:03:00
382,rachel,monica,hey.,1994-09-22 00:03:01
383,monica,rachel,"(reading) 'a woman undone, by rachel karen green'.",1994-09-22 00:03:02
384,rachel,monica,"yeah. thought i'd give it a shot. i'm still on the first chapter. now, do you think his 'love stick can be liberated from its denim prison'?",1994-09-22 00:03:03
385,monica,rachel,"(reads) yeah, i'd say so. and there's no 'j' in 'engorged'.",1994-09-22 00:03:04
386,phoebe,rachel,(walks up with her guitar) hey rach.,1994-09-22 00:03:05
387,rachel,phoebe,hey.,1994-09-22 00:03:06
388,phoebe,monica,hello.,1994-09-22 00:03:07
389,monica,phoebe,hello.,1994-09-22 00:03:08
390,phoebe,monica,going to the hospital tonight?,1994-09-22 00:03:09
391,monica,phoebe,"no, you?",1994-09-22 00:03:10
392,phoebe,monica,"no, you?",1994-09-22 00:03:11
393,monica,phoebe,you just asked me.,1994-09-22 00:03:12
394,phoebe,rachel,"okay, maybe it was a trick question. (plays a few chords) um, rachel can we do this now?",1994-09-22 00:03:13
395,rachel,phoebe,okay. (writes a little more) i am so hot!,1994-09-22 00:03:14
396,rachel,chandler,okay. (writes a little more) i am so hot!,1994-09-22 00:03:14
397,rachel,joey,okay. (writes a little more) i am so hot!,1994-09-22 00:03:14
398,rachel,monica,okay. (writes a little more) i am so hot!,1994-09-22 00:03:14
399,rachel,ross,okay. (writes a little more) i am so hot!,1994-09-22 00:03:14
400,joey,ross,"(to ross, on the couch) now, here's a picture of my mother and father on their wedding day. now you tell me she's not a knockout.",1994-09-22 00:03:15
401,ross,joey,i cannot believe we're having this conversation.,1994-09-22 00:03:16
402,joey,ross,"c'mon! just try to picture her not pregnant, that's all.",1994-09-22 00:03:17
403,rachel,phoebe,(into microphone) central perk is proud to present miss phoebe buffay.,1994-09-22 00:03:18
404,rachel,chandler,(into microphone) central perk is proud to present miss phoebe buffay.,1994-09-22 00:03:18
405,rachel,joey,(into microphone) central perk is proud to present miss phoebe buffay.,1994-09-22 00:03:18
406,rachel,monica,(into microphone) central perk is proud to present miss phoebe buffay.,1994-09-22 00:03:18
407,rachel,ross,(into microphone) central perk is proud to present miss phoebe buffay.,1994-09-22 00:03:18
408,phoebe,rachel,"thanks. hi, um, 'kay. i'd like to start with a song that's about a man that i recently met, who's, um, come to be very important to me. (monica gives her a look) 'kay. (sung:)",1994-09-22 00:03:19
409,phoebe,chandler,"thanks. hi, um, 'kay. i'd like to start with a song that's about a man that i recently met, who's, um, come to be very important to me. (monica gives her a look) 'kay. (sung:)",1994-09-22 00:03:19
410,phoebe,joey,"thanks. hi, um, 'kay. i'd like to start with a song that's about a man that i recently met, who's, um, come to be very important to me. (monica gives her a look) 'kay. (sung:)",1994-09-22 00:03:19
411,phoebe,monica,"thanks. hi, um, 'kay. i'd like to start with a song that's about a man that i recently met, who's, um, come to be very important to me. (monica gives her a look) 'kay. (sung:)",1994-09-22 00:03:19
412,phoebe,ross,"thanks. hi, um, 'kay. i'd like to start with a song that's about a man that i recently met, who's, um, come to be very important to me. (monica gives her a look) 'kay. (sung:)",1994-09-22 00:03:19
413,rachel,phoebe,"(into mike) okay, that was phoebe buffay, everybody. woo!",1994-09-22 00:03:20
